isaaclab_timestep,grav_x,grav_y,grav_z
0,1e-07,6e-08,-1.00000048
1,-0.0078447,0.0082147,-0.99993509
2,-0.03960414,0.00747583,-0.99918723
3,-0.04563769,0.01146453,-0.99889231
4,-0.03871616,0.02677106,-0.99889159
5,-0.03208888,0.04102572,-0.99864262
6,-0.02479966,0.05186025,-0.99834633
7,-0.01345629,0.04688399,-0.99880928
8,-0.01934739,0.0477358,-0.99867219
9,-0.01474906,0.02799487,-0.9994989
10,-0.00959038,0.01685814,-0.99981159
11,-0.01998898,0.02345972,-0.99952471
12,-0.0247565,0.02677322,-0.99933451
13,-0.0327536,0.02025453,-0.9992581
14,-0.03640042,0.01317055,-0.99925023
15,-0.04530443,0.00989563,-0.99892402
16,-0.04595895,0.01412673,-0.99884319
17,-0.05423944,0.0186944,-0.99835259
18,-0.06809608,0.01935472,-0.99749094
19,-0.09988831,0.01660955,-0.99485976
20,-0.12349609,0.01812957,-0.99217939
21,-0.13505155,0.02106347,-0.99061447
22,-0.12675495,0.03561472,-0.99129421
23,-0.11395908,0.04274811,-0.99256516
24,-0.09402539,0.03843747,-0.99482709
25,-0.08021765,0.03078833,-0.99630147
26,-0.06422962,0.01219486,-0.99786043
27,-0.04012616,0.00098194,-0.99919391
28,-0.02931051,-0.00492556,-0.99955785
29,-0.01950113,-0.00945123,-0.99976492
30,-0.02004035,-0.00986253,-0.99975061
31,-0.01219632,-0.00787772,-0.99989462
32,-0.01196909,-0.01591721,-0.99980122
33,-0.01075663,-0.01992763,-0.9997434
34,-0.00450481,-0.02835804,-0.99958754
35,-0.00096865,-0.03205959,-0.99948508
36,0.01041027,-0.01884977,-0.99976802
37,0.00591021,-0.00993309,-0.99993324
38,0.00078945,-0.00853926,-0.99996305
39,-0.00432246,-0.00758156,-0.9999615
40,-0.00820132,-0.00608486,-0.99994785
41,-0.02112911,-0.00825202,-0.99974263
42,-0.02048497,-0.01327141,-0.99970198
43,-0.02736929,-0.02080848,-0.99940866
44,-0.03386538,-0.03144666,-0.99893129
45,-0.03443784,-0.01937668,-0.99921882
46,-0.04424323,-0.00381473,-0.99901336
47,-0.04622164,0.00958585,-0.99888527
48,-0.04043977,0.02104482,-0.99895996
49,-0.04293761,0.01934446,-0.99889016
50,-0.0389805,0.00423787,-0.99923092
51,-0.03401368,-0.0067824,-0.99939811
52,-0.0191597,-0.00348369,-0.99981004
53,-0.01615721,0.00596992,-0.99985147
54,-0.00916927,0.01568124,-0.9998346
55,-0.01358219,0.02116428,-0.99968362
56,-0.01424854,0.02400205,-0.99961007
57,-0.02325054,0.0257592,-0.99939764
58,-0.02431398,0.02977602,-0.9992609
59,-0.03532773,0.02920571,-0.99894875
60,-0.03633487,0.02780849,-0.99895251
61,-0.04766381,0.02648573,-0.99851191
62,-0.04927733,0.02924236,-0.9983567
63,-0.06096983,0.03354431,-0.99757588
64,-0.05756966,0.04316705,-0.99740756
65,-0.06267881,0.04788108,-0.99688423
66,-0.05703099,0.05668408,-0.99676162
67,-0.05299356,0.05686754,-0.99697387
68,-0.04073723,0.04934046,-0.99795085
69,-0.02761326,0.04325719,-0.99868214
70,-0.00719229,0.03887022,-0.99921817
71,-0.00323259,0.04137238,-0.9991383
72,-0.00277953,0.04672574,-0.99890399
73,-0.02367482,0.0445895,-0.9987247
74,-0.03517093,0.0416707,-0.99851203
75,-0.04564901,0.03863083,-0.99821025
76,-0.0336411,0.04082728,-0.99859941
77,-0.02775548,0.04549854,-0.99857849
78,-0.0198814,0.05276576,-0.99840862
79,-0.01969577,0.04977365,-0.99856639
80,-0.01169155,0.04170633,-0.99906123
81,0.00118198,0.04971232,-0.99876291
82,-0.00502047,0.0547488,-0.99848747
83,-0.02223806,0.04863051,-0.99856913
84,-0.04342516,0.04627633,-0.99798441
85,-0.06358019,0.04755685,-0.99684274
86,-0.06211825,0.04721319,-0.99695116
87,-0.04768267,0.04878465,-0.99767053
88,-0.03635528,0.05413677,-0.9978714
89,-0.02001751,0.05411965,-0.99833345
90,-0.0073476,0.04528539,-0.99894667
91,0.00282192,0.03421171,-0.99941063
92,0.0194263,0.02987076,-0.99936473
93,0.01739736,0.0349777,-0.99923646
94,0.00351181,0.03382156,-0.99942154
95,-0.01648105,0.03510299,-0.99924767
96,-0.02071729,0.03888694,-0.9990288
97,-0.02543659,0.03768504,-0.9989658
98,-0.0292511,0.03771055,-0.99886048
99,-0.02587211,0.0433596,-0.99872416
