isaaclab_timestep,grav_x,grav_y,grav_z
270,0.03729368,-0.3106986,-0.94977629
271,0.03871205,-0.28917727,-0.95649219
272,0.08991831,-0.32125965,-0.94271243
273,0.18386117,-0.3856672,-0.90413225
274,0.19474246,-0.42978901,-0.88167834
275,0.16351485,-0.46110716,-0.87214863
276,0.13315345,-0.49984133,-0.85582054
277,0.1013848,-0.54865015,-0.82988209
278,0.10115308,-0.59319997,-0.79867482
279,0.14405069,-0.6195209,-0.77164984
280,0.18373501,-0.63632154,-0.74922365
281,0.2180966,-0.6423834,-0.73469526
282,0.247017,-0.63644993,-0.73069429
283,0.26952714,-0.61943859,-0.73732692
284,0.27149847,-0.62743837,-0.7298013
285,0.26468673,-0.63025647,-0.72987491
286,0.25997615,-0.6364044,-0.7262243
287,0.24879478,-0.62978792,-0.73584539
288,0.23174039,-0.61723173,-0.75187868
289,0.2120409,-0.59793049,-0.77299219
290,0.18761845,-0.57550323,-0.79598683
291,0.186354,-0.56673259,-0.8025499
292,0.19987136,-0.55479515,-0.80762213
293,0.21633346,-0.53802484,-0.81469536
294,0.23663634,-0.51798034,-0.82200909
295,0.25737411,-0.5031414,-0.82498938
296,0.27926165,-0.49164703,-0.82480049
297,0.30306447,-0.47893029,-0.82387924
298,0.33824143,-0.46006271,-0.82093525
299,0.38488454,-0.43393147,-0.81459606
300,0.44103652,-0.39661938,-0.80509621
301,0.49094447,-0.37960988,-0.78413606
302,0.52755499,-0.37189233,-0.76379389
303,0.55902314,-0.36576125,-0.74411786
304,0.5839442,-0.35823971,-0.72847283
305,0.60401779,-0.3500796,-0.71596515
306,0.62629688,-0.33652291,-0.70320976
307,0.72438532,-0.28471857,-0.62785405
308,0.78884393,-0.24703202,-0.56276119
309,0.83446014,-0.20095319,-0.51312155
310,0.87301648,-0.15445802,-0.46258479
311,0.90903044,-0.0933753,-0.40613347
312,0.9299807,-0.00026816,-0.36760795
313,0.9458034,0.07192227,-0.31667417
314,0.94328129,0.10717463,-0.31421936
315,0.94326925,0.15377697,-0.29427111
316,0.94454706,0.20711228,-0.25482333
317,0.93759161,0.26431668,-0.22596082
318,0.91547298,0.30767241,-0.25931922
319,0.87669921,0.36829218,-0.30944994
320,0.82823819,0.44443262,-0.34132266
321,0.77437633,0.54552299,-0.32053998
322,0.71980894,0.64023465,-0.26828077
323,0.67569697,0.70479679,-0.2160901
324,0.62312907,0.76449019,-0.1651213
325,0.55222249,0.8249867,-0.12019449
326,0.4760116,0.87620372,-0.07536432
327,0.42989349,0.90112436,-0.05626853
328,0.43524048,0.89820212,-0.06163277
329,0.45863032,0.8858304,-0.07044457
330,0.49112463,0.86747682,-0.07924893
331,0.49198449,0.86730534,-0.07571307
332,0.49712491,0.86348808,-0.08517437
333,0.50273639,0.85850972,-0.10107998
334,0.50467932,0.85544533,-0.11624055
335,0.50349087,0.85413975,-0.13016155
336,0.50763083,0.8498885,-0.14142345
337,0.5175336,0.84230554,-0.15060027
338,0.52638072,0.834894,-0.16085775
339,0.53231573,0.82851142,-0.17380665
340,0.5420453,0.81887782,-0.18874806
341,0.55882102,0.80403626,-0.20308831
342,0.57282537,0.79061437,-0.21633324
343,0.58294857,0.78031975,-0.22643386
344,0.59539205,0.76821715,-0.23526719
345,0.60799021,0.75585622,-0.24295993
346,0.62567222,0.73969322,-0.24776624
347,0.64363891,0.72331524,-0.25008729
